# Re=40k
   0.00000000000000      -0.00000000000000       0.00000000000000       0.00000000000000    
  0.270249992609024E-01 -0.934319436550140      0.856198742985725E-02  0.445678420364857E-01
  0.272599998861551E-01 -0.935933470726013      0.854378379881382E-02  0.450059324502945E-01
  0.274950005114078E-01 -0.937547564506531      0.852558016777039E-02  0.454440265893936E-01
  0.277299992740154E-01 -0.939161598682404      0.850737653672695E-02  0.458821132779121E-01
  0.279649998992682E-01 -0.940722823143005      0.848885811865330E-02  0.463216267526150E-01
  0.282000005245209E-01 -0.942277014255524      0.847029872238636E-02  0.467613264918327E-01
  0.284349992871284E-01 -0.943831205368042      0.845174025744200E-02  0.472010262310505E-01
  0.286699999123812E-01 -0.945369184017181      0.843308959156275E-02  0.476412102580070E-01
  0.289050005376339E-01 -0.946881592273712      0.841429457068443E-02  0.480821579694748E-01
  0.291399993002415E-01 -0.948393166065216      0.839549675583839E-02  0.485231243073940E-01
  0.293749999254942E-01 -0.949882209300995      0.837657600641251E-02  0.489648133516312E-01
  0.296100005507469E-01 -0.951352953910828      0.835755933076143E-02  0.494071170687675E-01
  0.298449993133545E-01 -0.952813506126404      0.833849143236876E-02  0.498497784137726E-01
  0.300799999386072E-01 -0.954247891902924      0.831929035484791E-02  0.502933785319328E-01
  0.303150005638599E-01 -0.955682277679443      0.830008927732706E-02  0.507369786500931E-01
  0.305499993264675E-01 -0.957116663455963      0.828088819980621E-02  0.511805750429630E-01
  0.307849999517202E-01 -0.958530306816101      0.826158840209246E-02  0.516250021755695E-01
  0.310200005769730E-01 -0.959905743598938      0.824210792779922E-02  0.520709455013275E-01
  0.312549993395805E-01 -0.961281120777130      0.822262838482857E-02  0.525168851017952E-01
  0.314900018274784E-01 -0.962656557559967      0.820314697921276E-02  0.529628284275532E-01
  0.317250005900860E-01 -0.964031994342804      0.818366743624210E-02  0.534087680280209E-01
  0.319599993526936E-01 -0.965407431125641      0.816418696194887E-02  0.538547076284885E-01
  0.321950018405914E-01 -0.966744542121887      0.814454257488251E-02  0.543024353682995E-01
  0.324300006031990E-01 -0.968047320842743      0.812475290149450E-02  0.547517463564873E-01
  0.326649993658066E-01 -0.969350099563599      0.810496322810650E-02  0.552010573446751E-01
  0.329000018537045E-01 -0.970652878284454      0.808517262339592E-02  0.556503757834435E-01
  0.331350006163120E-01 -0.971955657005310      0.806538295000792E-02  0.560996867716312E-01
  0.333699993789196E-01 -0.973258435726166      0.804559327661991E-02  0.565490014851093E-01
  0.336049981415272E-01 -0.974561214447021      0.802580360323191E-02  0.569983124732971E-01
  0.338400006294250E-01 -0.975845754146576      0.800594594329596E-02  0.574486516416073E-01
  0.340749993920326E-01 -0.977071166038513      0.798587128520012E-02  0.579023025929928E-01
  0.343099981546402E-01 -0.978296577930450      0.796579569578171E-02  0.583559498190880E-01
  0.345450006425381E-01 -0.979521989822388      0.794572103768587E-02  0.588096044957638E-01
  0.347799994051457E-01 -0.980747342109680      0.792564544826746E-02  0.592632554471493E-01
  0.350149981677532E-01 -0.981972754001617      0.790557079017162E-02  0.597169026732445E-01
  0.352500006556511E-01 -0.983198165893555      0.788549520075321E-02  0.601705573499203E-01
  0.354849994182587E-01 -0.984423577785492      0.786542054265738E-02  0.606242083013058E-01
  0.357199981808662E-01 -0.985647678375244      0.784534122794867E-02  0.610779449343681E-01
  0.359550006687641E-01 -0.986798226833344      0.782503932714462E-02  0.615367330610752E-01
  0.361899994313717E-01 -0.987948715686798      0.780473696067929E-02  0.619955100119114E-01
  0.364249981939793E-01 -0.989099264144897      0.778443459421396E-02  0.624542906880379E-01
  0.366600006818771E-01 -0.990249812602997      0.776413222774863E-02  0.629130750894547E-01
  0.368949994444847E-01 -0.991400361061096      0.774383032694459E-02  0.633718594908714E-01
  0.371299982070923E-01 -0.992550909519196      0.772352796047926E-02  0.638306364417076E-01
  0.373650006949902E-01 -0.993701457977295      0.770322559401393E-02  0.642894208431244E-01
  0.375999994575977E-01 -0.994852006435394      0.768292369320989E-02  0.647482052445412E-01
  0.378349982202053E-01 -0.995970070362091      0.766254449263215E-02  0.652097016572952E-01
  0.380700007081032E-01 -0.997053384780884      0.764208333566785E-02  0.656741112470627E-01
  0.383049994707107E-01 -0.998136699199677      0.762162217870355E-02  0.661385133862495E-01
  0.385399982333183E-01 -0.999220013618469      0.760116102173924E-02  0.666029155254364E-01
  0.387750007212162E-01  -1.00030326843262      0.758069939911366E-02  0.670673251152039E-01
  0.390099994838238E-01  -1.00138664245605      0.756023824214935E-02  0.675317347049713E-01
  0.392449982464314E-01  -1.00246989727020      0.753977755084634E-02  0.679961368441582E-01
  0.394800007343292E-01  -1.00355327129364      0.751931592822075E-02  0.684605464339256E-01
  0.397149994969368E-01  -1.00462162494659      0.749882915988564E-02  0.689264535903931E-01
  0.399499982595444E-01  -1.00564837455749      0.747827161103487E-02  0.693965181708336E-01
  0.401850007474423E-01  -1.00667524337769      0.745771359652281E-02  0.698665976524353E-01
  0.404199995100498E-01  -1.00770199298859      0.743715604767203E-02  0.703366696834564E-01
  0.406549982726574E-01  -1.00872886180878      0.741659849882126E-02  0.708067417144775E-01
  0.408900007605553E-01  -1.00975561141968      0.739604048430920E-02  0.712768211960793E-01
  0.411249995231628E-01  -1.01078248023987      0.737548293545842E-02  0.717468932271004E-01
  0.413599982857704E-01  -1.01180922985077      0.735492492094636E-02  0.722169652581215E-01
  0.415950007736683E-01  -1.01279318332672      0.733431940898299E-02  0.726920515298843E-01
  0.418299995362759E-01  -1.01377594470978      0.731371250003576E-02  0.731672719120979E-01
  0.420649982988834E-01  -1.01475870609283      0.729310605674982E-02  0.736424997448921E-01
  0.423000007867813E-01  -1.01574146747589      0.727249914780259E-02  0.741177275776863E-01
  0.425349995493889E-01  -1.01672410964966      0.725189223885536E-02  0.745929479598999E-01
  0.427699983119965E-01  -1.01770234107971      0.723128300160170E-02  0.750687718391418E-01
  0.430050007998943E-01  -1.01865434646606      0.721065653488040E-02  0.755480453372002E-01
  0.432399995625019E-01  -1.01960623264313      0.719003053382039E-02  0.760273113846779E-01
  0.434749983251095E-01  -1.02055811882019      0.716940453276038E-02  0.765065848827362E-01
  0.437100008130073E-01  -1.02150630950928      0.714877713471651E-02  0.769864022731781E-01
  0.439449995756149E-01  -1.02244114875794      0.712814601138234E-02  0.774681046605110E-01
  0.441799983382225E-01  -1.02337086200714      0.710751488804817E-02  0.779505595564842E-01
  0.444150008261204E-01  -1.02429544925690      0.708688329905272E-02  0.784337818622589E-01
  0.446499995887280E-01  -1.02520740032196      0.706625357270241E-02  0.789189860224724E-01
  0.448849983513355E-01  -1.02611565589905      0.704562431201339E-02  0.794047489762306E-01
  0.451200008392334E-01  -1.02702403068543      0.702499458566308E-02  0.798905193805695E-01
  0.453549996018410E-01  -1.02793228626251      0.700436532497406E-02  0.803762823343277E-01
  0.455899983644485E-01  -1.02881741523743      0.698374817147851E-02  0.808659195899963E-01
  0.458250008523464E-01  -1.02969861030579      0.696313194930553E-02  0.813562422990799E-01
  0.460599996149540E-01  -1.03057968616486      0.694251665845513E-02  0.818465575575829E-01
  0.462949983775616E-01  -1.03146088123322      0.692190136760473E-02  0.823368653655052E-01
  0.465300008654594E-01  -1.03234207630157      0.690128514543176E-02  0.828271880745888E-01
  0.467649996280670E-01  -1.03322219848633      0.688067078590393E-02  0.833176746964455E-01
  0.469999983906746E-01  -1.03406882286072      0.686009135097265E-02  0.838144198060036E-01
  0.472350008785725E-01  -1.03491532802582      0.683951145038009E-02  0.843111723661423E-01
  0.474699996411800E-01  -1.03576183319092      0.681893201544881E-02  0.848079249262810E-01
  0.477049984037876E-01  -1.03660845756531      0.679835211485624E-02  0.853046700358391E-01
  0.479400008916855E-01  -1.03745496273041      0.677777221426368E-02  0.858014225959778E-01
  0.481749996542931E-01  -1.03830146789551      0.675719277933240E-02  0.862981677055359E-01
  0.484099984169006E-01  -1.03914797306061      0.673661334440112E-02  0.867949128150940E-01
  0.486450009047985E-01  -1.03996634483337      0.671608280390501E-02  0.872976034879684E-01
  0.488799996674061E-01  -1.04077434539795      0.669556995853782E-02  0.878024250268936E-01
  0.491149984300137E-01  -1.04158246517181      0.667505757883191E-02  0.883072540163994E-01
  0.493500009179115E-01  -1.04239058494568      0.665454473346472E-02  0.888120830059052E-01
  0.495849996805191E-01  -1.04319870471954      0.663403235375881E-02  0.893169045448303E-01
  0.498199984431267E-01  -1.04400670528412      0.661351950839162E-02  0.898217260837555E-01
  0.500550009310246E-01  -1.04481482505798      0.659300666302443E-02  0.903265550732613E-01
  0.502899996936321E-01  -1.04562294483185      0.657249428331852E-02  0.908313840627670E-01
  0.505249984562397E-01  -1.04641091823578      0.655203359201550E-02  0.913410186767578E-01
  0.507600009441376E-01  -1.04718017578125      0.653162132948637E-02  0.918551459908485E-01
  0.509949997067451E-01  -1.04794943332672      0.651120906695724E-02  0.923692733049393E-01
  0.512299984693527E-01  -1.04871881008148      0.649079727008939E-02  0.928834006190300E-01
  0.514650009572506E-01  -1.04948806762695      0.647038500756025E-02  0.933975279331207E-01
  0.516999997198582E-01  -1.05025732517242      0.644997274503112E-02  0.939116552472115E-01
  0.519349984824657E-01  -1.05102658271790      0.642956048250198E-02  0.944257751107216E-01
  0.521700009703636E-01  -1.05179584026337      0.640914821997285E-02  0.949399098753929E-01
  0.524049997329712E-01  -1.05256509780884      0.638873595744371E-02  0.954540371894836E-01
  0.526399984955788E-01  -1.05329871177673      0.636844988912344E-02  0.959778949618340E-01
  0.528750009834766E-01  -1.05403161048889      0.634816521778703E-02  0.965019315481186E-01
  0.531099997460842E-01  -1.05476462841034      0.632788101211190E-02  0.970259606838226E-01
  0.533449985086918E-01  -1.05549752712250      0.630759680643678E-02  0.975499823689461E-01
  0.535800009965897E-01  -1.05623042583466      0.628731213510036E-02  0.980740189552307E-01
  0.538149997591972E-01  -1.05696332454681      0.626702792942524E-02  0.985980480909348E-01
  0.540499985218048E-01  -1.05769634246826      0.624674372375011E-02  0.991220772266388E-01
  0.542850010097027E-01  -1.05842924118042      0.622645951807499E-02  0.996461138129234E-01
  0.545199997723103E-01  -1.05913794040680      0.620628381147981E-02  0.100177563726902    
  0.547549985349178E-01  -1.05983912944794      0.618614163249731E-02  0.100711293518543    
  0.549900010228157E-01  -1.06054043769836      0.616599898785353E-02  0.101245030760765    
  0.552249997854233E-01  -1.06124162673950      0.614585680887103E-02  0.101778760552406    
  0.554599985480309E-01  -1.06194293498993      0.612571462988854E-02  0.102312490344048    
  0.556950010359287E-01  -1.06264412403107      0.610557198524475E-02  0.102846227586269    
  0.559299997985363E-01  -1.06334543228149      0.608542980626225E-02  0.103379957377911    
  0.561649985611439E-01  -1.06403458118439      0.606535235419869E-02  0.103917747735977    
  0.564000010490417E-01  -1.06471025943756      0.604534707963467E-02  0.104460082948208    
  0.566349998116493E-01  -1.06538593769074      0.602534227073193E-02  0.105002410709858    
  0.568699985742569E-01  -1.06606173515320      0.600533746182918E-02  0.105544738471508    
  0.571050010621548E-01  -1.06673741340637      0.598533265292645E-02  0.106087066233158    
  0.573399998247623E-01  -1.06741309165955      0.596532737836242E-02  0.106629393994808    
  0.575749985873699E-01  -1.06807696819305      0.594539567828178E-02  0.107176005840301    
  0.578100010752678E-01  -1.06873452663422      0.592550309374928E-02  0.107724949717522    
  0.580449998378754E-01  -1.06939196586609      0.590561050921679E-02  0.108273893594742    
  0.582799986004829E-01  -1.07004940509796      0.588571839034557E-02  0.108822830021381    
  0.585150010883808E-01  -1.07069945335388      0.586587516590953E-02  0.109374612569809    
  0.587499998509884E-01  -1.07134652137756      0.584605149924755E-02  0.109927468001842    
  0.589849986135960E-01  -1.07198441028595      0.582629395648837E-02  0.110483966767788    
  0.592200011014938E-01  -1.07262229919434      0.580653641372919E-02  0.111040480434895    
  0.594549998641014E-01  -1.07326006889343      0.578677887097001E-02  0.111596979200840    
  0.596899986267090E-01  -1.07388699054718      0.576710654422641E-02  0.112158015370369    
  0.599250011146069E-01  -1.07450509071350      0.574750220403075E-02  0.112722672522068    
  0.601599998772144E-01  -1.07512319087982      0.572789786383510E-02  0.113287329673767    
  0.603949986398220E-01  -1.07574129104614      0.570829352363944E-02  0.113851979374886    
  0.606300011277199E-01  -1.07635939121246      0.568868918344378E-02  0.114416636526585    
  0.608649998903274E-01  -1.07697749137878      0.566908484324813E-02  0.114981286227703    
  0.610999986529350E-01  -1.07759559154510      0.564948096871376E-02  0.115545935928822    
  0.613350011408329E-01  -1.07821369171143      0.562987616285682E-02  0.116110600531101    
  0.615699999034405E-01  -1.07880878448486      0.561047811061144E-02  0.116685524582863    
  0.618049986660480E-01  -1.07939422130585      0.559116574004292E-02  0.117264755070210    
  0.620400011539459E-01  -1.07997965812683      0.557185336947441E-02  0.117844000458717    
  0.622749999165535E-01  -1.08056509494781      0.555254146456718E-02  0.118423230946064    
  0.625099986791611E-01  -1.08115053176880      0.553322909399867E-02  0.119002461433411    
  0.627449974417686E-01  -1.08173596858978      0.551391718909144E-02  0.119581691920757    
  0.629800036549568E-01  -1.08232152462006      0.549460435286164E-02  0.120160937309265    
  0.632150024175644E-01  -1.08290696144104      0.547529244795442E-02  0.120740175247192    
  0.634500011801720E-01  -1.08349239826202      0.545598007738590E-02  0.121319405734539    
  0.636849999427795E-01  -1.08407783508301      0.543666817247868E-02  0.121898636221886    
  0.639199987053871E-01  -1.08466327190399      0.541735626757145E-02  0.122477866709232    
  0.641549974679947E-01  -1.08524644374847      0.539806857705116E-02  0.123058214783669    
  0.643900036811829E-01  -1.08579039573669      0.537920510396361E-02  0.123657919466496    
  0.646250024437904E-01  -1.08633446693420      0.536034163087606E-02  0.124257609248161    
  0.648600012063980E-01  -1.08687841892242      0.534147862344980E-02  0.124857299029827    
  0.650949999690056E-01  -1.08742237091064      0.532261561602354E-02  0.125456988811493    
  0.653299987316132E-01  -1.08796644210815      0.530375260859728E-02  0.126056671142578    
  0.655649974942207E-01  -1.08851039409637      0.528488960117102E-02  0.126656368374824    
  0.658000037074089E-01  -1.08905434608459      0.526602566242218E-02  0.127256065607071    
  0.660350024700165E-01  -1.08959841728210      0.524716265499592E-02  0.127855762839317    
  0.662700012326241E-01  -1.09014236927032      0.522829964756966E-02  0.128455445170402    
  0.665049999952316E-01  -1.09068632125854      0.520943617448211E-02  0.129055127501488    
  0.667399987578392E-01  -1.09123039245605      0.519057316705585E-02  0.129654824733734    
  0.669749975204468E-01  -1.09177434444427      0.517171015962958E-02  0.130254507064819    
  0.672099962830544E-01  -1.09231829643249      0.515284715220332E-02  0.130854204297066    
  0.674450024962425E-01  -1.09286236763001      0.513398321345448E-02  0.131453901529312    
  0.676800012588501E-01  -1.09338474273682      0.511541031301022E-02  0.132065340876579    
  0.679150000214577E-01  -1.09388279914856      0.509716384112835E-02  0.132689967751503    
  0.681499987840652E-01  -1.09438073635101      0.507891736924648E-02  0.133314609527588    
  0.683849975466728E-01  -1.09487879276276      0.506067089736462E-02  0.133939251303673    
  0.686199963092804E-01  -1.09537684917450      0.504242442548275E-02  0.134563878178596    
  0.688550025224686E-01  -1.09587502479553      0.502417748793960E-02  0.135188549757004    
  0.690900012850761E-01  -1.09637308120727      0.500593101605773E-02  0.135813176631927    
  0.693250000476837E-01  -1.09687101840973      0.498768454417586E-02  0.136437818408012    
  0.695599988102913E-01  -1.09736907482147      0.496943807229400E-02  0.137062460184097    
  0.697949975728989E-01  -1.09786713123322      0.495119160041213E-02  0.137687087059021    
  0.700299963355064E-01  -1.09836518764496      0.493294512853026E-02  0.138311728835106    
  0.702650025486946E-01  -1.09886336326599      0.491469772532582E-02  0.138936385512352    
  0.705000013113022E-01  -1.09936130046845      0.489645125344396E-02  0.139561027288437    
  0.707350000739098E-01  -1.09985935688019      0.487820478156209E-02  0.140185669064522    
  0.709699988365173E-01  -1.10035741329193      0.485995830968022E-02  0.140810295939445    
  0.712049975991249E-01  -1.10085546970367      0.484171183779836E-02  0.141434937715530    
  0.714399963617325E-01  -1.10135197639465      0.482349190860987E-02  0.142060503363609    
  0.716750025749207E-01  -1.10180342197418      0.480602076277137E-02  0.142711997032165    
  0.719100013375282E-01  -1.10225486755371      0.478855054825544E-02  0.143363460898399    
  0.721450001001358E-01  -1.10270631313324      0.477107986807823E-02  0.144014939665794    
  0.723799988627434E-01  -1.10315775871277      0.475360918790102E-02  0.144666403532028    
  0.726149976253510E-01  -1.10360920429230      0.473613850772381E-02  0.145317867398262    
  0.728499963879585E-01  -1.10406064987183      0.471866829320788E-02  0.145969346165657    
  0.730850026011467E-01  -1.10451209545135      0.470119714736938E-02  0.146620839834213    
  0.733200013637543E-01  -1.10496366024017      0.468372646719217E-02  0.147272303700447    
  0.735550001263618E-01  -1.10541510581970      0.466625578701496E-02  0.147923767566681    
  0.737899988889694E-01  -1.10586655139923      0.464878510683775E-02  0.148575246334076    
  0.740249976515770E-01  -1.10631799697876      0.463131442666054E-02  0.149226710200310    
  0.742599964141846E-01  -1.10676944255829      0.461384421214461E-02  0.149878188967705    
  0.744950026273727E-01  -1.10722088813782      0.459637306630611E-02  0.150529667735100    
  0.747300013899803E-01  -1.10767233371735      0.457890238612890E-02  0.151181146502495    
  0.749650001525879E-01  -1.10812377929688      0.456143170595169E-02  0.151832610368729    
  0.751999989151955E-01  -1.10857522487640      0.454396102577448E-02  0.152484089136124    
  0.754349976778030E-01  -1.10902667045593      0.452649081125855E-02  0.153135553002358    
  0.756699964404106E-01  -1.10943543910980      0.450988579541445E-02  0.153811171650887    
  0.759050026535988E-01  -1.10984277725220      0.449331151321530E-02  0.154487684369087    
  0.761400014162064E-01  -1.11024999618530      0.447673769667745E-02  0.155164167284965    
  0.763750001788139E-01  -1.11065721511841      0.446016388013959E-02  0.155840650200844    
  0.766099989414215E-01  -1.11106455326080      0.444359006360173E-02  0.156517133116722    
